#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_008596.1	5947663	5948610	-	4533157	-	MSMEG_5886	YP_890112.1	315	-	enoyl-CoA hydratase
chr	NC_008596.1	5948845	5949216	+	4534874	-	MSMEG_5887	YP_890113.1	123	-	intersectin-EH binding protein Ibp1
chr	NC_008596.1	5949354	5949644	+	4537048	-	MSMEG_5888	YP_890114.1	96	-	hypothetical protein MSMEG_5888
chr	NC_008596.1	5949761	5950150	+	4531679	-	MSMEG_5889	YP_890115.1	129	-	hypothetical protein MSMEG_5889
chr	NC_008596.1	5950199	5950363	+	4534183	-	MSMEG_5890	YP_890116.1	54	-	hypothetical protein MSMEG_5890
chr	NC_008596.1	5950364	5951875	+	4532640	-	MSMEG_5892	YP_890117.1	503	-	alpha,alpha-trehalose-phosphate synthase
chr	NC_008596.1	5951872	5952933	-	4534784	-	MSMEG_5891	YP_890118.1	353	-	ISMsm5, transposase
chr	NC_008596.1	5952977	5953462	-	4537181	-	MSMEG_5893	YP_890119.1	161	-	hypothetical protein MSMEG_5893
chr	NC_008596.1	5953462	5954094	-	4535919	-	MSMEG_5894	YP_890120.1	210	-	hypothetical protein MSMEG_5894
chr	NC_008596.1	5954163	5955857	-	4535512	-	MSMEG_5895	YP_890121.1	564	-	virulence factor mce family protein
chr	NC_008596.1	5955858	5957006	-	4537192	-	MSMEG_5896	YP_890122.1	382	-	virulence factor Mce family protein
chr	NC_008596.1	5957066	5958430	-	4534662	-	MSMEG_5897	YP_890123.1	454	-	virulence factor mce family protein
chr	NC_008596.1	5958427	5959485	-	4536294	-	MSMEG_5898	YP_890124.1	352	-	virulence factor Mce family protein
chr	NC_008596.1	5959478	5960512	-	4531234	-	MSMEG_5899	YP_890125.1	344	-	virulence factor Mce family protein
chr	NC_008596.1	5960513	5961715	-	4535202	-	MSMEG_5900	YP_890126.1	400	-	virulence factor Mce family protein
chr	NC_008596.1	5961722	5962585	-	4533490	-	MSMEG_5901	YP_890127.1	287	-	TrnB2 protein
chr	NC_008596.1	5962620	5963384	-	4531652	-	MSMEG_5902	YP_890128.1	254	-	hypothetical protein MSMEG_5902
chr	NC_008596.1	5963654	5964604	-	4531317	fabG	MSMEG_5903	YP_890129.1	316	-	3-ketoacyl-ACP reductase
chr	NC_008596.1	5964647	5964838	-	4532956	-	MSMEG_5904	YP_890130.1	63	-	hypothetical protein MSMEG_5904
chr	NC_008596.1	5964972	5965067	-	4534991	-	MSMEG_5905	YP_890131.1	31	-	hypothetical protein MSMEG_5905
chr	NC_008596.1	5965003	5966181	+	4534815	-	MSMEG_5906	YP_890132.1	392	-	acyl-CoA dehydrogenase
chr	NC_008596.1	5966201	5967298	+	4532932	-	MSMEG_5907	YP_890133.1	365	-	acyl-CoA dehydrogenase
chr	NC_008596.1	5967301	5968845	+	4533267	-	MSMEG_5908	YP_890134.1	514	-	acyl-CoA synthetase
chr	NC_008596.1	5968842	5969831	+	4534374	-	MSMEG_5909	YP_890135.1	329	-	oxidoreductase
chr	NC_008596.1	5969786	5970586	+	4537619	-	MSMEG_5911	YP_890136.1	266	-	AraC family transcriptional regulator
chr	NC_008596.1	5970523	5970918	-	4537737	-	MSMEG_5910	YP_890137.1	131	-	quinone binding protein
chr	NC_008596.1	5971046	5972599	+	4534217	gabD2	MSMEG_5912	YP_890138.1	517	-	succinate-semialdehyde dehydrogenase
chr	NC_008596.1	5972603	5973724	-	4535196	-	MSMEG_5913	YP_890139.1	373	-	dioxygenase
chr	NC_008596.1	5973735	5975390	-	4531469	-	MSMEG_5914	YP_890140.1	551	-	acyl-CoA synthetase
chr	NC_008596.1	5975459	5976259	+	4532793	-	MSMEG_5915	YP_890141.1	266	-	enoyl-CoA hydratase
chr	NC_008596.1	5976314	5976595	-	4537211	-	MSMEG_5916	YP_890142.1	93	-	hypothetical protein MSMEG_5916
chr	NC_008596.1	5976871	5977719	+	4532321	-	MSMEG_5917	YP_890143.1	282	-	hypothetical protein MSMEG_5917
chr	NC_008596.1	5977791	5978996	-	4533135	-	MSMEG_5918	YP_890144.1	401	-	P450 heme-thiolate protein
chr	NC_008596.1	5978993	5979709	-	4537165	-	MSMEG_5919	YP_890145.1	238	-	hypothetical protein MSMEG_5919
chr	NC_008596.1	5979753	5980784	-	4534917	-	MSMEG_5920	YP_890146.1	343	-	FMN-dependent monooxygenase
chr	NC_008596.1	5980944	5981846	+	4537538	-	MSMEG_5921	YP_890147.1	300	-	hypothetical protein MSMEG_5921
chr	NC_008596.1	5981886	5982929	+	4533069	-	MSMEG_5922	YP_890148.1	347	-	lipid-transfer protein
chr	NC_008596.1	5982929	5984107	+	4535548	-	MSMEG_5923	YP_890149.1	392	-	acetyl-CoA acetyltransferase
chr	NC_008596.1	5984266	5984898	+	4531465	-	MSMEG_5924	YP_890150.1	210	-	hypothetical protein MSMEG_5924
chr	NC_008596.1	5985003	5986154	+	4535703	-	MSMEG_5925	YP_890151.1	383	-	Rieske (2Fe-2S) domain-containing protein
chr	NC_008596.1	5986154	5986630	+	4531625	-	MSMEG_5927	YP_890152.1	158	-	hypothetical protein MSMEG_5927
chr	NC_008596.1	5986627	5988120	-	4532285	-	MSMEG_5926	YP_890153.1	497	-	hypothetical protein MSMEG_5926
chr	NC_008596.1	5988156	5988833	-	4531713	-	MSMEG_5928	YP_890154.1	225	-	hypothetical protein MSMEG_5928
chr	NC_008596.1	5988883	5989782	-	4536687	-	MSMEG_5929	YP_890155.1	299	-	hypothetical protein MSMEG_5929
chr	NC_008596.1	5989939	5991066	-	4532867	-	MSMEG_5930	YP_890156.1	375	-	hypothetical protein MSMEG_5930
chr	NC_008596.1	5991078	5991860	-	4533682	-	MSMEG_5931	YP_890157.1	260	-	short chain dehydrogenase
chr	NC_008596.1	5991863	5992990	-	4531687	-	MSMEG_5932	YP_890158.1	375	-	hypothetical protein MSMEG_5932
chr	NC_008596.1	5993104	5994012	+	4534781	-	MSMEG_5933	YP_890159.1	302	-	hypothetical protein MSMEG_5933
chr	NC_008596.1	5994025	5994357	-	4535467	-	MSMEG_5934	YP_890160.1	110	-	hypothetical protein MSMEG_5934
chr	NC_008596.1	5994502	5996577	-	4536410	-	MSMEG_5935	YP_890161.1	691	-	ATP-dependent DNA helicase
chr	NC_008596.1	5996576	5997187	+	4537650	-	MSMEG_5938	YP_890162.1	203	-	hypothetical protein MSMEG_5938
chr	NC_008596.1	5996684	5997067	-	4531543	-	MSMEG_5936	YP_890163.1	127	-	hypothetical protein MSMEG_5936
chr	NC_008596.1	5997153	5998202	-	4530906	-	MSMEG_5937	YP_890164.1	349	-	4-hydroxy-2-ketovalerate aldolase
chr	NC_008596.1	5998199	5999164	-	4531880	-	MSMEG_5939	YP_890165.1	321	-	acetaldehyde dehydrogenase
chr	NC_008596.1	5999161	5999946	-	4535057	-	MSMEG_5940	YP_890166.1	261	-	2-keto-4-pentenoate hydratase
chr	NC_008596.1	6000020	6001720	+	4536963	-	MSMEG_5941	YP_890167.2	566	-	3-ketosteroid-delta-1-dehydrogenase
chr	NC_008596.1	6001722	6002582	+	4537400	-	MSMEG_5943	YP_890168.1	286	-	peroxisomal multifunctional enzyme type 2
chr	NC_008596.1	6002532	6005153	-	4532435	-	MSMEG_5942	YP_890169.1	873	-	AMP-dependent synthetase/ligase
chr	NC_008596.1	6005369	6006970	+	4536633	-	MSMEG_5944	YP_890170.1	533	-	glucose-methanol-choline oxidoreductase
chr	NC_008596.1	6007005	6007583	+	4535343	-	MSMEG_5945	YP_890171.1	192	-	hypothetical protein MSMEG_5945
chr	NC_008596.1	6007711	6008229	+	4532962	cysE	MSMEG_5947	YP_890172.1	172	-	serine O-acetyltransferase
chr	NC_008596.1	6008195	6009514	-	4534650	-	MSMEG_5946	YP_890173.1	439	-	hypothetical protein MSMEG_5946
chr	NC_008596.1	6009511	6010416	-	4534105	-	MSMEG_5948	YP_890174.1	301	-	glycosyl transferase family protein
chr	NC_008596.1	6010413	6011549	-	4531067	-	MSMEG_5949	YP_890175.1	378	-	hypothetical protein MSMEG_5949
chr	NC_008596.1	6011799	6012347	+	4537609	-	MSMEG_5950	YP_890176.1	182	-	colanic acid biosynthesis acetyltransferase WcaF
chr	NC_008596.1	6012352	6013476	+	4532410	-	MSMEG_5951	YP_890177.1	374	-	group 1 glycosyl transferase
chr	NC_008596.1	6013473	6014132	+	4536425	-	MSMEG_5952	YP_890178.1	219	-	hypothetical protein MSMEG_5952
chr	NC_008596.1	6014129	6014881	+	4535075	-	MSMEG_5953	YP_890179.1	250	-	hypothetical protein MSMEG_5953
chr	NC_008596.1	6014893	6015528	+	4531014	-	MSMEG_5954	YP_890180.1	211	-	cell surface polysaccharide biosynthesis
chr	NC_008596.1	6015525	6016190	+	4533721	-	MSMEG_5955	YP_890181.1	221	-	protein-tyrosine kinase
chr	NC_008596.1	6016202	6017173	-	4531444	-	MSMEG_5956	YP_890182.1	323	-	NAD dependent epimerase/dehydratase
chr	NC_008596.1	6017397	6018887	-	4535208	algD	MSMEG_5957	YP_890183.1	496	-	GDP-mannose 6-dehydrogenase AlgD
chr	NC_008596.1	6019278	6020018	+	4535983	-	MSMEG_5958	YP_890184.1	246	-	hypothetical protein MSMEG_5958
chr	NC_008596.1	6020161	6021429	+	4535312	-	MSMEG_5960	YP_890185.1	422	-	O-antigen polymerase
chr	NC_008596.1	6021392	6022453	-	4532000	-	MSMEG_5959	YP_890186.1	353	-	hypothetical protein MSMEG_5959
chr	NC_008596.1	6022498	6023439	-	4537587	-	MSMEG_5961	YP_890187.1	313	-	glycosyl transferase family protein
chr	NC_008596.1	6023439	6024206	-	4532114	-	MSMEG_5962	YP_890188.1	255	-	glycosyl transferase family protein
chr	NC_008596.1	6024203	6026290	-	4535952	-	MSMEG_5963	YP_890189.1	695	-	glycosyl transferase family protein
chr	NC_008596.1	6026548	6027831	-	4531554	-	MSMEG_5964	YP_890190.1	427	-	group 1 glycosyl transferase
chr	NC_008596.1	6028304	6029836	+	4535638	-	MSMEG_5965	YP_890191.1	510	-	hypothetical protein MSMEG_5965
chr	NC_008596.1	6029863	6030627	-	4531841	-	MSMEG_5966	YP_890192.1	254	-	oxidoreductase, short chain dehydrogenase/reductase
chr	NC_008596.1	6030680	6032335	-	4532774	-	MSMEG_5967	YP_890193.1	551	-	glucose-methanol-choline oxidoreductase
chr	NC_008596.1	6032735	6034267	-	4530900	-	MSMEG_5968	YP_890194.1	510	-	polysaccharide biosynthesis protein
chr	NC_008596.1	6034371	6035585	-	4532638	-	MSMEG_5969	YP_890195.1	404	-	hypothetical protein MSMEG_5969
chr	NC_008596.1	6035857	6037233	+	4535594	-	MSMEG_5970	YP_890196.1	458	-	glutamate-1-semialdehyde 2,1-aminomutase
chr	NC_008596.1	6037508	6037984	+	4533289	-	MSMEG_5971	YP_890197.1	158	-	hypothetical protein MSMEG_5971
chr	NC_008596.1	6038034	6038726	-	4532289	-	MSMEG_5972	YP_890198.1	230	-	hypothetical protein MSMEG_5972
chr	NC_008596.1	6038769	6038999	+	4532523	-	MSMEG_5973	YP_890199.1	76	-	hypothetical protein MSMEG_5973
chr	NC_008596.1	6039284	6039442	+	4530832	-	MSMEG_5974	YP_890200.1	52	-	hypothetical protein MSMEG_5974
chr	NC_008596.1	6039559	6040632	-	4533602	-	MSMEG_5975	YP_890201.1	357	-	methyltransferase type 12
chr	NC_008596.1	6040647	6041201	+	4535066	rfbC	MSMEG_5977	YP_890202.1	184	-	dTDP-4-dehydrorhamnose 3,5-epimerase
chr	NC_008596.1	6041185	6042213	-	4536012	-	MSMEG_5976	YP_890203.1	342	-	epimerase/dehydratase
chr	NC_008596.1	6042243	6042911	-	4534608	-	MSMEG_5978	YP_890204.1	222	-	GlcNAc-PI de-N-acetylase
chr	NC_008596.1	6042908	6043708	-	4536835	-	MSMEG_5979	YP_890205.1	266	-	transferase
chr	NC_008596.1	6043705	6044961	-	4531471	-	MSMEG_5980	YP_890206.1	418	-	methyltransferase
chr	NC_008596.1	6044958	6045992	-	4530916	-	MSMEG_5981	YP_890207.1	344	-	glycosyl transferase family protein
chr	NC_008596.1	6046007	6047368	-	4535880	-	MSMEG_5982	YP_890208.1	453	-	UDP-glucose 6-dehydrogenase
chr	NC_008596.1	6047365	6048243	-	4534598	rfbA	MSMEG_5983	YP_890209.1	292	-	glucose-1-phosphate thymidylyltransferase
chr	NC_008596.1	6048253	6049809	-	4531566	-	MSMEG_5984	YP_890210.1	518	-	UDP-phosphate galactosephosphotransferase
chr	NC_008596.1	6049806	6050765	-	4531113	-	MSMEG_5985	YP_890211.1	319	-	NAD dependent epimerase/dehydratase
chr	NC_008596.1	6050802	6052589	-	4534960	glmS	MSMEG_5986	YP_890212.1	595	-	glucosamine--fructose-6-phosphate aminotransferase
chr	NC_008596.1	6052909	6053826	-	4535389	-	MSMEG_5987	YP_890213.1	305	-	two-component regulator
chr	NC_008596.1	6054384	6055199	-	4531629	-	MSMEG_5988	YP_890214.1	271	-	hypothetical protein MSMEG_5988
chr	NC_008596.1	6055221	6056327	-	4537051	-	MSMEG_5989	YP_890215.1	368	-	hypothetical protein MSMEG_5989
chr	NC_008596.1	6056400	6057563	-	4534730	-	MSMEG_5990	YP_890216.1	387	-	lipid-transfer protein
chr	NC_008596.1	6057560	6057973	-	4534654	-	MSMEG_5991	YP_890217.1	137	-	MaoC like domain-containing protein
chr	NC_008596.1	6057955	6058920	-	4533998	-	MSMEG_5992	YP_890218.1	321	-	hypothetical protein MSMEG_5992
chr	NC_008596.1	6058917	6060080	-	4534974	-	MSMEG_5993	YP_890219.1	387	-	acyl-CoA dehydrogenase
chr	NC_008596.1	6060080	6061084	-	4533611	-	MSMEG_5994	YP_890220.1	334	-	acyl-CoA dehydrogenase
chr	NC_008596.1	6061103	6062386	-	4531666	-	MSMEG_5995	YP_890221.1	427	-	P450 heme-thiolate protein
chr	NC_008596.1	6062510	6063673	+	4537015	-	MSMEG_5996	YP_890222.1	387	-	acetyl-CoA acetyltransferase
chr	NC_008596.1	6063676	6064056	+	4536030	-	MSMEG_5997	YP_890223.1	126	-	hypothetical protein MSMEG_5997
chr	NC_008596.1	6064064	6064543	+	4537608	-	MSMEG_5998	YP_890224.1	159	-	hypothetical protein MSMEG_5998
chr	NC_008596.1	6064621	6065526	-	4532496	-	MSMEG_5999	YP_890225.1	301	-	short chain dehydrogenase
chr	NC_008596.1	6065542	6066324	-	4537426	-	MSMEG_6000	YP_890226.1	260	-	short chain dehydrogenase
chr	NC_008596.1	6066386	6067141	+	4533129	-	MSMEG_6001	YP_890227.1	251	-	enoyl-CoA hydratase
chr	NC_008596.1	6067138	6068025	+	4532526	-	MSMEG_6002	YP_890228.1	295	-	coenzyme A transferase subunit A
chr	NC_008596.1	6068022	6068771	+	4534542	-	MSMEG_6003	YP_890229.1	249	-	coenzyme A transferase subunit B
chr	NC_008596.1	6068768	6069844	+	4536000	-	MSMEG_6004	YP_890230.1	358	-	oxidoreductase, 2-nitropropane dioxygenase
chr	NC_008596.1	6069888	6070526	+	4535656	-	MSMEG_6005	YP_890231.1	212	-	hypothetical protein MSMEG_6005
chr	NC_008596.1	6070523	6071269	+	4535195	-	MSMEG_6006	YP_890232.1	248	-	hypothetical protein MSMEG_6006
chr	NC_008596.1	6072343	6073491	-	4533924	-	MSMEG_6008	YP_890233.1	382	-	acetyl-CoA acetyltransferase
chr	NC_008596.1	6073484	6074101	-	4534868	-	MSMEG_6009	YP_890234.1	205	-	TetR family transcriptional regulator
chr	NC_008596.1	6074416	6074934	+	4535816	-	MSMEG_6010	YP_890235.1	172	-	hypothetical protein MSMEG_6010
chr	NC_008596.1	6075060	6075848	-	4532571	-	MSMEG_6011	YP_890236.1	262	-	short chain dehydrogenase
chr	NC_008596.1	6075845	6077023	-	4532837	-	MSMEG_6012	YP_890237.1	392	-	acyl-CoA dehydrogenase
chr	NC_008596.1	6078624	6079766	+	4534629	-	MSMEG_6014	YP_890238.1	380	-	acyl-CoA dehydrogenase
chr	NC_008596.1	6079763	6080719	+	4535406	-	MSMEG_6015	YP_890239.1	318	-	acyl-CoA dehydrogenase
chr	NC_008596.1	6080716	6081651	+	4532685	-	MSMEG_6016	YP_890240.1	311	-	acyl-CoA dehydrogenase
chr	NC_008596.1	6081669	6082838	+	4536459	-	MSMEG_6017	YP_890241.1	389	-	aspartate aminotransferase
chr	NC_008596.1	6082847	6084166	-	4532323	-	MSMEG_6018	YP_890242.1	439	-	xylose transporter permease XylH
chr	NC_008596.1	6084175	6084954	-	4534270	-	MSMEG_6019	YP_890243.1	259	-	sugar ABC transporter ATPase
chr	NC_008596.1	6084958	6086037	-	4531707	-	MSMEG_6020	YP_890244.1	359	-	sugar ABC transporter periplasmic protein
chr	NC_008596.1	6086090	6087313	-	4534333	xylA	MSMEG_6021	YP_890245.1	407	-	xylose isomerase
chr	NC_008596.1	6087420	6088601	+	4531053	-	MSMEG_6022	YP_890246.1	393	-	xylose repressor, ROK-family protein transcriptional regulator
chr	NC_008596.1	6088633	6089832	-	4532072	-	MSMEG_6023	YP_890247.1	399	-	transposase
chr	NC_008596.1	6090096	6091412	+	4534823	-	MSMEG_6025	YP_890248.1	438	-	hypothetical protein MSMEG_6025
chr	NC_008596.1	6091393	6093327	-	4532175	-	MSMEG_6024	YP_890249.1	644	-	acetoacetyl-CoA synthetase
chr	NC_008596.1	6093324	6094070	-	4534083	-	MSMEG_6026	YP_890250.1	248	-	3-hydroxybutyrate dehydrogenase
chr	NC_008596.1	6094067	6095395	-	4534686	-	MSMEG_6027	YP_890251.1	442	-	major facilitator superfamily protein
chr	NC_008596.1	6095547	6096458	+	4531683	-	MSMEG_6028	YP_890252.1	303	-	LysR family transcriptional regulator
chr	NC_008596.1	6096471	6097322	+	4531745	-	MSMEG_6029	YP_890253.1	283	-	hypothetical protein MSMEG_6029
chr	NC_008596.1	6097336	6098625	-	4534889	-	MSMEG_6030	YP_890254.1	429	-	cytochrome p450
chr	NC_008596.1	6098766	6099374	+	4535671	-	MSMEG_6032	YP_890255.1	202	-	TetR family transcriptional regulator
chr	NC_008596.1	6099367	6100206	-	4535895	-	MSMEG_6031	YP_890256.1	279	-	carveol dehydrogenase
chr	NC_008596.1	6100369	6101910	-	4531138	-	MSMEG_6033	YP_890257.1	513	-	hypothetical protein MSMEG_6033
chr	NC_008596.1	6101788	6101937	+	4534021	-	MSMEG_6034	YP_890258.1	49	-	hypothetical protein MSMEG_6034
chr	NC_008596.1	6102080	6102649	-	4537666	-	MSMEG_6035	YP_890259.1	189	-	nitrilotriacetate monooxygenase component B
chr	NC_008596.1	6102657	6103556	-	4536437	-	MSMEG_6036	YP_890260.1	299	-	biphenyl-2,3-diol 1,2-dioxygenase
chr	NC_008596.1	6103557	6104435	-	4532164	-	MSMEG_6037	YP_890261.1	292	-	2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase
chr	NC_008596.1	6104435	6105625	-	4534749	-	MSMEG_6038	YP_890262.1	396	-	pigment production hydroxylase
chr	NC_008596.1	6105785	6106846	+	4535854	-	MSMEG_6039	YP_890263.1	353	-	oxidoreductase, electron transfer component
chr	NC_008596.1	6106889	6107464	+	4536570	-	MSMEG_6040	YP_890264.1	191	-	hypothetical protein MSMEG_6040
chr	NC_008596.1	6107545	6109689	-	4533039	-	MSMEG_6041	YP_890265.1	714	-	acyl-CoA dehydrogenase
chr	NC_008596.1	6109952	6110566	+	4531834	-	MSMEG_6042	YP_890266.1	204	-	TetR family transcriptional regulator
chr	NC_008596.1	6110570	6111319	+	4531826	otsB	MSMEG_6043	YP_890267.1	249	-	trehalose-phosphatase
chr	NC_008596.1	6111320	6112420	-	4530939	-	MSMEG_6044	YP_890268.1	366	-	ligand-binding /sugar binding domain-containing protein
chr	NC_008596.1	6112469	6113341	-	4532249	-	MSMEG_6045	YP_890269.1	290	-	heavy metal ABC transporter inner membrane protein
chr	NC_008596.1	6113341	6114120	-	4534775	-	MSMEG_6046	YP_890270.1	259	-	ABC transporter ATP-binding protein
chr	NC_008596.1	6114107	6115072	-	4532922	-	MSMEG_6047	YP_890271.1	321	-	cation ABC transporter periplasmic cation-binding protein
chr	NC_008596.1	6115172	6116308	+	4535677	-	MSMEG_6048	YP_890272.1	378	-	cobalamin synthesis protein/P47K
chr	NC_008596.1	6116358	6117524	-	4531847	-	MSMEG_6049	YP_890273.1	388	-	hypothetical protein MSMEG_6049
chr	NC_008596.1	6117544	6118446	-	4535123	-	MSMEG_6050	YP_890274.1	300	-	solute-binding lipoprotein
chr	NC_008596.1	6120497	6121207	+	4537537	-	MSMEG_6052	YP_890275.1	236	-	ABC transporter ATP-binding protein
chr	NC_008596.1	6121140	6121799	+	4535931	bluB	MSMEG_6053	YP_890276.1	219	-	cob(II)yrinic acid a,c-diamide reductase
chr	NC_008596.1	6121823	6122608	+	4531241	-	MSMEG_6054	YP_890277.1	261	-	LamB/YcsF family protein
chr	NC_008596.1	6122623	6122877	-	4531290	-	MSMEG_6055	YP_890278.1	84	-	hypothetical protein MSMEG_6055
chr	NC_008596.1	6124745	6125368	+	4537162	-	MSMEG_6057	YP_890279.1	207	-	MspD protein
chr	NC_008596.1	6125473	6127611	-	4531264	-	MSMEG_6058	YP_890280.1	712	-	cadmium transporting P-type ATPase
chr	NC_008596.1	6127628	6127912	-	4533067	-	MSMEG_6059	YP_890281.1	94	-	hypothetical protein MSMEG_6059
chr	NC_008596.1	6127999	6129036	+	4532351	-	MSMEG_6060	YP_890282.1	345	-	permease
chr	NC_008596.1	6129033	6129749	+	4535553	-	MSMEG_6061	YP_890283.1	238	-	hypothetical protein MSMEG_6061
chr	NC_008596.1	6129763	6130554	-	4534454	-	MSMEG_6062	YP_890284.1	263	-	Fe uptake system permease
chr	NC_008596.1	6130551	6131585	-	4536322	-	MSMEG_6063	YP_890285.1	344	-	Fe uptake system integral membrane protein
chr	NC_008596.1	6131586	6132566	-	4534195	-	MSMEG_6064	YP_890286.1	326	-	lipoprotein
chr	NC_008596.1	6132746	6133003	-	4533544	rpsR	MSMEG_6065	YP_890287.1	85	-	30S ribosomal protein S18
chr	NC_008596.1	6133000	6133305	-	4536521	rpsN	MSMEG_6066	YP_890288.1	101	-	30S ribosomal protein S14
chr	NC_008596.1	6133305	6133469	-	4534128	rpmG	MSMEG_6067	YP_890289.1	54	-	50S ribosomal protein L33
chr	NC_008596.1	6133469	6133705	-	4531534	rpmB	MSMEG_6068	YP_890290.1	78	-	50S ribosomal protein L28
chr	NC_008596.1	6133794	6134993	+	4536227	-	MSMEG_6069	YP_890291.1	399	-	CobW/P47K domain-containing protein
chr	NC_008596.1	6134990	6135238	+	4531515	rpmE2	MSMEG_6070	YP_890292.1	82	-	50S ribosomal protein L31
chr	NC_008596.1	6135261	6136205	+	4532759	-	MSMEG_6071	YP_890293.1	314	-	metallo-beta-lactamase superfamily protein
chr	NC_008596.1	6136154	6137437	+	4533398	-	MSMEG_6072	YP_890294.1	427	-	citrate transporter
chr	NC_008596.1	6137444	6138388	-	4530982	-	MSMEG_6073	YP_890295.1	314	-	TrmH family RNA methyltransferase
chr	NC_008596.1	6138388	6139821	-	4532680	cysS	MSMEG_6074	YP_890296.1	477	-	cysteinyl-tRNA synthetase
chr	NC_008596.1	6139851	6140342	-	4536746	ispF	MSMEG_6075	YP_890297.1	163	-	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
chr	NC_008596.1	6140339	6141007	-	4536829	ispD	MSMEG_6076	YP_890298.1	222	-	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
chr	NC_008596.1	6141027	6141515	-	4534522	-	MSMEG_6077	YP_890299.1	162	-	CarD family transcriptional regulator
chr	NC_008596.1	6141800	6142360	+	4535163	-	MSMEG_6078	YP_890300.1	186	-	LpqE protein
chr	NC_008596.1	6142417	6143817	+	4535537	radA	MSMEG_6079	YP_890301.1	466	-	DNA repair protein RadA
chr	NC_008596.1	6143853	6144971	+	4531051	-	MSMEG_6080	YP_890302.1	372	-	DNA integrity scanning protein DisA
chr	NC_008596.1	6144973	6145758	-	4536328	-	MSMEG_6081	YP_890303.1	261	-	hypothetical protein MSMEG_6081
chr	NC_008596.1	6145828	6146448	-	4532691	-	MSMEG_6082	YP_890304.1	206	-	carbonic anhydrase
chr	NC_008596.1	6146474	6147355	+	4534190	-	MSMEG_6083	YP_890305.1	293	-	base excision DNA repair protein, HhH-GPD family protein
chr	NC_008596.1	6148672	6149445	-	4535224	-	MSMEG_6085	YP_890306.1	257	-	hydrolase, alpha/beta hydrolase fold family protein
chr	NC_008596.1	6149485	6149802	+	4532094	-	MSMEG_6086	YP_890307.1	105	-	antibiotic biosynthesis monooxygenase domain-containing protein
chr	NC_008596.1	6149846	6151165	+	4531501	-	MSMEG_6087	YP_890308.1	439	-	beta-lactamase
chr	NC_008596.1	6151170	6151718	-	4536366	-	MSMEG_6088	YP_890309.1	182	-	phosphoglycerate mutase
chr	NC_008596.1	6151715	6152521	-	4533504	-	MSMEG_6089	YP_890310.1	268	-	hypothetical protein MSMEG_6089
chr	NC_008596.1	6152546	6152758	-	4536916	-	MSMEG_6090	YP_890311.1	70	-	hypothetical protein MSMEG_6090
chr	NC_008596.1	6152971	6155517	-	4533739	-	MSMEG_6091	YP_890312.1	848	-	negative regulator of genetic competence ClpC/mecB
chr	NC_008596.1	6155687	6156166	+	4532955	-	MSMEG_6093	YP_890313.1	159	-	hypothetical protein MSMEG_6093
chr	NC_008596.1	6155786	6156130	-	4533438	-	MSMEG_6092	YP_890314.1	114	-	Lsr2 protein
chr	NC_008596.1	6156246	6157769	-	4536547	lysS	MSMEG_6094	YP_890315.1	507	-	lysyl-tRNA synthetase
chr	NC_008596.1	6157793	6159031	+	4533997	-	MSMEG_6095	YP_890316.1	412	-	D-amino acid deaminase
chr	NC_008596.1	6159032	6159847	-	4537529	-	MSMEG_6096	YP_890317.1	271	-	pantothenate kinase
chr	NC_008596.1	6159923	6160867	-	4531246	panC	MSMEG_6097	YP_890318.1	314	-	pantoate--beta-alanine ligase
chr	NC_008596.1	6160864	6161811	-	4533427	-	MSMEG_6098	YP_890319.1	315	-	chalcone/stilbene synthase
chr	NC_008596.1	6161892	6163442	-	4531906	-	MSMEG_6099	YP_890320.1	516	-	hypothetical protein MSMEG_6099
chr	NC_008596.1	6163589	6164065	-	4537319	-	MSMEG_6100	YP_890321.1	158	-	hypothetical protein MSMEG_6100
chr	NC_008596.1	6164065	6164601	-	4533729	folK	MSMEG_6101	YP_890322.1	178	-	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
chr	NC_008596.1	6164598	6164969	-	4533751	folB	MSMEG_6102	YP_890323.1	123	-	dihydroneopterin aldolase
chr	NC_008596.1	6164962	6165819	-	4531804	folP	MSMEG_6103	YP_890324.1	285	-	dihydropteroate synthase
chr	NC_008596.1	6165816	6166427	-	4537026	folE	MSMEG_6104	YP_890325.1	203	-	GTP cyclohydrolase I
chr	NC_008596.1	6166447	6168759	-	4531167	-	MSMEG_6105	YP_890326.1	770	-	cell division protein
chr	NC_008596.1	6168956	6169927	+	4537430	-	MSMEG_6106	YP_890327.1	323	-	epoxide hydrolase
chr	NC_008596.1	6169927	6171114	+	4534335	-	MSMEG_6107	YP_890328.1	395	-	limonene 1,2-monooxygenase
chr	NC_008596.1	6171114	6172130	+	4533468	-	MSMEG_6108	YP_890329.1	338	-	zinc-binding dehydrogenase
chr	NC_008596.1	6172152	6172883	+	4531399	-	MSMEG_6109	YP_890330.1	243	-	LpqG protein
chr	NC_008596.1	6172888	6173469	-	4531743	hpt	MSMEG_6110	YP_890331.1	193	-	hypoxanthine phosphoribosyltransferase
